Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2010,Zona urbana,25/01/2010,SE,999999,CANOVES I SAMALUS,Valles Oriental,Barcelona,0,1,0,1,2,0,0,0,0,1,0,1,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De nit, il·luminació artificial suficient",Sols norma prioritat de pas,Un sol sentit,Encalç,Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,2333,Nit,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,31/10/2010,N-240,999,LLEIDA,Segria,Lleida,0,1,3,4,1,0,0,0,0,1,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Doble sentit,Resta sortides de via,Giratòria,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,1,Nit,Sortida de la calcada sense especificar,dg
2010,Carretera,17/05/2010,N-II,7087,FORNELLS DE LA SELVA,Girones,Girona,1,0,2,3,4,0,0,0,0,2,2,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Variant,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,1527,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,21/08/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,2,7,9,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Semàfor,Un sol sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,223,Nit,Col.lisió de vehicles en marxa,dis
2010,Zona urbana,07/05/2010,SE,999999,BADALONA,Barcelones,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,1745,Tarda,Bolcada a la calcada,div
2010,Carretera,16/08/2010,SE,999999,SANT CARLES DE LA RAPITA,Montsia,Tarragona,0,1,1,2,2,0,0,1,0,1,0,0,0,40,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Encalç,Intersecció en T o Y,Carretera,Sec i net,Altres,Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,1457,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,13/01/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,2054,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,23/10/2010,SE,999999,BARCELONA,Barcelones,Barcelona,1,0,1,2,2,1,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,1055,Matí,Atropellament,dis
2010,Carretera,19/06/2010,AP-7,138,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,2,3,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Envestida (frontal lateral),NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,53,Nit,Col.lisió de vehicles en marxa,dis
2010,Carretera,12/02/2010,SE,999999,CERDANYOLA DEL VALLES,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Fregament o col·lisió lateral,NA,Carretera,Sec i net,Altres,Municipal,Pla,"Calma, vent molt suau",Feiners,143,Tarda,Col.lisió de vehicles en marxa,div
2010,Zona urbana,16/06/2010,C-31,350,TORROELLA DE MONTGRI,Baix Emporda,Girona,0,1,1,2,3,2,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Travessera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,183,Tarda,Atropellament,dill-dij
2010,Zona urbana,12/10/2010,SE,999999,ODENA,Anoia,Barcelona,0,1,0,1,2,0,0,1,0,1,0,0,0,30,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia fosc",NA,Doble sentit,Col·lisió frontal,NA,Zona urbana,Relliscós,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",Feiners,135,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,23/05/2010,N-II,7194,GIRONA,Girones,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,80,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Variant,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Fregament o col·lisió lateral,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,1605,Tarda,Col.lisió de vehicles en marxa,dg
2010,Zona urbana,17/12/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,91,Matí,Bolcada a la calcada,div
2010,Zona urbana,15/10/2010,SE,999999,REUS,Baix Camp,Tarragona,0,1,0,1,2,1,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,13,Matí,Atropellament,div
2010,Zona urbana,20/06/2010,SE,999999,OLOT,Garrotxa,Girona,0,1,1,2,3,1,0,0,1,1,0,0,0,30,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,1302,Matí,Atropellament,dg
2010,Zona urbana,15/09/2010,SE,999999,LLEIDA,Segria,Lleida,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,915,Matí,Atropellament,dill-dij
2010,Carretera,28/07/2010,B-522,61,MANLLEU,Osona,Barcelona,0,1,2,3,3,0,0,0,0,3,0,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Encalç,Encreuament o intersecció en X o +,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,8,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,02/07/2010,SE,999999,BARCELONA,Barcelones,Barcelona,1,0,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,164,Tarda,Atropellament,div
2010,Carretera,20/03/2010,C-14,1628,ORGANYA,Alt Urgell,Lleida,0,3,5,8,3,0,0,0,0,3,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Col·lisió frontal,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1104,Matí,Col.lisió de vehicles en marxa,dis
2010,Carretera,24/08/2010,GI-673,15,CALDES DE MALAVELLA,Selva,Girona,0,1,1,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,1515,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,31/12/2010,LV-3021,1,ARTESA DE SEGRE,Noguera,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,13,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,div
2010,Zona urbana,19/10/2010,SE,999999,MARTORELL,Baix Llobregat,Barcelona,0,1,1,2,2,0,0,0,0,1,1,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Semàfor,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Travessera,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,112,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,28/05/2010,C-17,395,TAGAMANENT,Valles Oriental,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja forta,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia fosc",NA,Un sol sentit,Resta sortides de via,NA,Carretera,Mullat,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,145,Tarda,Sortida de la calcada sense especificar,div
2010,Zona urbana,08/02/2010,SE,999999,TERRASSA,Valles Occidental,Barcelona,1,0,0,1,2,0,0,0,1,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De nit, il·luminació artificial suficient",Sols norma prioritat de pas,Doble sentit,Fregament o col·lisió lateral,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,551,Nit,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,31/10/2010,SE,999999,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Sols norma prioritat de pas,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,747,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dg
2010,Carretera,25/08/2010,SE,999999,"PRAT DE LLOBREGAT, E",Baix Llobregat,Barcelona,0,1,0,1,2,1,0,0,0,0,1,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Carretera,Sec i net,Altres,NA,NA,"Calma, vent molt suau",Feiners,1139,Matí,Atropellament,dill-dij
2010,Zona urbana,23/06/2010,SE,999999,"FULIOLA, LA",Urgell,Lleida,1,0,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident mortal,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Travessera,Sec i net,Via urbana( inclou carrer i carrer residencial),Autonòmica,Pla,"Calma, vent molt suau",Feiners,2025,Tarda,Atropellament,dill-dij
2010,Zona urbana,24/01/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,153,Tarda,Atropellament,dg
2010,Zona urbana,03/04/2010,SE,999999,MANRESA,Bages,Barcelona,0,1,1,2,2,1,0,1,0,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Un sol sentit,Atropellament,NA,Zona urbana,Relliscós,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,223,Nit,Atropellament,dis
2010,Zona urbana,12/02/2010,SE,999999,ROQUETES,Baix Ebre,Tarragona,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Si,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",CapDeSetmana,1745,Tarda,Bolcada a la calcada,div
2010,Zona urbana,14/09/2010,TP-7225,81,"MORELL, EL",Tarragones,Tarragona,0,1,0,1,3,0,0,1,0,2,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,No,Si,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Doble sentit,Envestida (frontal lateral),NA,Travessera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,2041,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,25/02/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,122,Matí,Atropellament,dill-dij
2010,Carretera,20/07/2010,AL,33,BARCELONA,Barcelones,Barcelona,0,2,0,2,2,0,0,1,1,0,0,0,0,30,No,No n'hi ha,Sense Especificar,Carril habilitat en sentit contrari habitual,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,Si,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Provincial,Sense especificar,"Calma, vent molt suau",Feiners,95,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,02/07/2010,C-1415B,84,LLICA D'AMUNT,Valles Oriental,Barcelona,0,1,1,2,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1946,Tarda,Col.lisió de vehicles en marxa,div
2010,Zona urbana,11/10/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,2,2,4,6,0,0,1,4,0,1,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,Si,No,No,En secció,Genérica via,Alba o capvespre,NA,Un sol sentit,Caiguda en la via,NA,Zona urbana,Relliscós,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,65,Matí,Bolcada a la calcada,dill-dij
2010,Carretera,03/01/2010,C-55,107,COLLBATO,Baix Llobregat,Barcelona,1,1,1,3,4,0,0,0,0,4,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Mullat,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,1858,Tarda,Col.lisió de vehicles en marxa,dg
2010,Zona urbana,14/04/2010,SE,999999,TERRASSA,Valles Occidental,Barcelona,0,1,0,1,2,1,0,0,0,0,1,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1348,Matí,Atropellament,dill-dij
2010,Zona urbana,24/10/2010,SE,999999,GIRONA,Girones,Girona,0,1,0,1,3,0,0,0,1,2,0,0,0,100,No,No n'hi ha,A nivell,Habilitació voral/carril addicional,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,182,Tarda,Col.lisió de vehicles en marxa,dg
2010,Carretera,04/08/2010,BP-2121,82,SANT MARTI SARROCA,Alt Penedes,Barcelona,0,2,0,2,1,0,0,0,1,0,0,0,0,70,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,71,Matí,Sortida de la calcada sense especificar,dill-dij
2010,Zona urbana,14/07/2010,SE,999999,ALELLA,Maresme,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,1755,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2010,Zona urbana,24/09/2010,SE,999999,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,30,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,1515,Tarda,Col.lisió de vehicles en marxa,div
2010,Carretera,23/10/2010,C-31,1374,CALAFELL,Baix Penedes,Tarragona,0,1,1,2,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,Mixt,Carril lent,No n'hi ha,Bon temps,"Ronda, cinturo o circumval.lacio",Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Fregament o col·lisió lateral,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1045,Matí,Col.lisió de vehicles en marxa,dis
2010,Zona urbana,10/12/2010,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,0,1,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,1535,Tarda,Col.lisió de vehicles en marxa,div
2010,Carretera,20/07/2010,N-II,6619,SANT POL DE MAR,Maresme,Barcelona,1,0,1,2,2,0,0,0,1,1,0,0,0,90,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,1142,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Carretera,10/07/2010,SE,999999,TORROELLA DE FLUVIA,Alt Emporda,Girona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,Si,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De nit, sense llum artificial",Senyal Stop o cedeix pas,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Intersecció en T o Y,Carretera,Sec i net,Altres,Altres,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,4,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2010,Zona urbana,08/06/2010,SE,999999,VIDRERES,Selva,Girona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Atropellament,Intersecció en T o Y,Zona urbana,Relliscós,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1055,Matí,Atropellament,dill-dij
