Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2014,Carretera,07/04/2014,BV-5001,69,MONTCADA I REIXAC,Valles Occidental,Barcelona,0,1,1,2,2,0,0,1,0,1,0,0,0,50,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Semàfor,Doble sentit,Encalç,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,1415,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Carretera,23/06/2014,BP-1121,11,MARGANELL,Bages,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,1617,Tarda,Altres,dill-dij
2014,Zona urbana,28/01/2014,SE,999999,LLEIDA,Segria,Lleida,0,1,0,1,2,1,0,0,0,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja forta,Sense funció especial,Accident greu,Sense especificar,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Un sol sentit,Atropellament,NA,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,Vent moderat,Feiners,1939,Tarda,Atropellament,dill-dij
2014,Carretera,27/07/2014,C-153,125,SANTA MARIA DE CORCO,Osona,Barcelona,0,1,1,2,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,92,Matí,Sortida de la calcada sense especificar,dg
2014,Carretera,19/04/2014,T-211,48,"POBLA DE MONTORNES, LA",Tarragones,Tarragona,0,1,0,1,2,0,0,0,0,1,0,1,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Fregament o col·lisió lateral,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,1226,Matí,Col.lisió de vehicles en marxa,dis
2014,Zona urbana,19/05/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,3,0,0,0,1,2,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,Si,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Doble sentit,Encalç,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,849,Matí,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,07/09/2014,SE,999999,GIRONA,Girones,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",CapDeSetmana,821,Matí,Bolcada a la calcada,dg
2014,Zona urbana,26/11/2014,SE,999999,MARTORELL,Baix Llobregat,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Doble sentit,Atropellament,Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1415,Tarda,Atropellament,dill-dij
2014,Zona urbana,13/02/2014,SE,999999,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Caiguda en la via,NA,Travessera,Relliscós,Camí rural/pista forestal,Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,172,Tarda,Bolcada a la calcada,dill-dij
2014,Zona urbana,06/07/2014,SE,999999,PALAFRUGELL,Baix Emporda,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,12,Matí,Col.lisió de vehicles en marxa,dg
2014,Zona urbana,03/07/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,755,Matí,Atropellament,dill-dij
2014,Carretera,04/06/2014,N-340,12175,AVINYONET DEL PENEDES,Alt Penedes,Barcelona,1,1,0,2,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,1559,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,21/06/2014,SE,999999,MATARO,Maresme,Barcelona,0,1,0,1,2,0,0,0,0,2,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,Sense especificar,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Col·lisió frontal,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,61,Matí,Col.lisió de vehicles en marxa,dis
2014,Carretera,28/07/2014,N-II,7223,SANT JULIA DE RAMIS,Girones,Girona,0,1,5,6,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Pluja forta,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,1612,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Carretera,15/06/2014,T-700,135,VIMBODI,Conca de Barbera,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Fregament o col·lisió lateral,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,1235,Matí,Col.lisió de vehicles en marxa,dg
2014,Zona urbana,10/10/2014,SE,999999,"MASNOU, EL",Maresme,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Envestida (frontal lateral),Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,1417,Tarda,Col.lisió de vehicles en marxa,div
2014,Zona urbana,03/02/2014,SE,999999,"PRAT DE LLOBREGAT, E",Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Semàfor,NA,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,212,Tarda,Bolcada a la calcada,dill-dij
2014,Zona urbana,02/06/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,164,Tarda,Atropellament,dill-dij
2014,Zona urbana,09/12/2014,SE,999999,TERRASSA,Valles Occidental,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1325,Matí,Altres,dill-dij
2014,Carretera,28/06/2014,SE,999999,SABADELL,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Envestida (frontal lateral),NA,Carretera,Sec i net,Camí rural/pista forestal,NA,NA,"Calma, vent molt suau",CapDeSetmana,1128,Matí,Col.lisió de vehicles en marxa,dis
2014,Carretera,12/03/2014,GIV-6102,16,PALAU-SAVERDERA,Alt Emporda,Girona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Sortida de via amb xoc o col·lisió,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,1142,Matí,Sortida de la calcada sense especificar,dill-dij
2014,Zona urbana,06/08/2014,SE,999999,ROSES,Alt Emporda,Girona,0,1,0,1,2,1,0,0,0,1,0,0,0,40,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,193,Tarda,Atropellament,dill-dij
2014,Zona urbana,08/08/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,2,0,2,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,Si,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Semàfor,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,525,Nit,Col.lisió de vehicles en marxa,div
2014,Zona urbana,20/10/2014,SE,999999,SABADELL,Valles Occidental,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,20,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,Si,En secció,Senyal velocitat,Alba o capvespre,NA,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",Feiners,749,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2014,Zona urbana,27/09/2014,SE,999999,MATARO,Maresme,Barcelona,0,2,0,2,1,0,0,0,1,0,0,0,0,30,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Senyal velocitat,Alba o capvespre,NA,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,71,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2014,Carretera,06/05/2014,N-260,2908,BAIX PALLARS,Pallars Sobira,Lleida,1,0,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,123,Matí,Sortida de la calcada sense especificar,dill-dij
2014,Zona urbana,20/10/2014,SE,999999,TERRASSA,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,145,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,25/09/2014,SE,999999,MANRESA,Bages,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1043,Matí,Atropellament,dill-dij
2014,Zona urbana,18/06/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,30,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,203,Tarda,Atropellament,dill-dij
2014,Zona urbana,19/01/2014,SE,999999,LLICA DE VALL,Valles Oriental,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Sense especificar,Sortida de via amb xoc o col·lisió,NA,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,915,Matí,Sortida de la calcada sense especificar,dg
2014,Carretera,12/02/2014,N-II,7527,"FAR D'EMPORDA, EL",Alt Emporda,Girona,0,1,1,2,2,0,0,0,0,1,1,0,0,80,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Fregament o col·lisió lateral,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,512,Nit,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,03/04/2014,SE,999999,VIC,Osona,Barcelona,0,1,0,1,2,0,0,1,0,0,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1245,Matí,Bolcada a la calcada,dill-dij
2014,Zona urbana,27/10/2014,SE,999999,MORA LA NOVA,Ribera d'Ebre,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,Si,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,2039,Tarda,Atropellament,dill-dij
2014,Carretera,05/04/2014,C-1415A,202,TERRASSA,Valles Occidental,Barcelona,0,1,2,3,2,0,0,0,1,1,0,0,0,50,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,Si,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Sols norma prioritat de pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1711,Tarda,Col.lisió de vehicles en marxa,dis
2014,Zona urbana,23/10/2014,SE,999999,GIRONA,Girones,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1957,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,04/04/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,1,1,0,0,0,0,0,0,100,No,No n'hi ha,Sense Especificar,Carril bici,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Doble sentit,Atropellament,Encreuament o intersecció en X o +,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,845,Matí,Atropellament,div
2014,Carretera,10/05/2014,C-14,755,TARREGA,Urgell,Lleida,0,2,2,4,2,0,0,0,0,2,0,0,0,90,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Envestida (frontal lateral),NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,12,Matí,Col.lisió de vehicles en marxa,dis
2014,Zona urbana,06/10/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,1,2,2,0,0,0,2,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Un sol sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,1515,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Carretera,11/04/2014,C-15,117,OLERDOLA,Alt Penedes,Barcelona,0,1,3,4,2,0,0,0,0,2,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,Accident trànsit anterior,Bon temps,Sense funció especial,Accident greu,No,No,Si,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1912,Tarda,Col.lisió de vehicles en marxa,div
2014,Zona urbana,10/04/2014,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Un sol sentit,Encalç,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,125,Matí,Col.lisió de vehicles en marxa,dill-dij
2014,Carretera,04/10/2014,N-260,1716,FONTANALS DE CERDANYA,Cerdanya,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1055,Matí,Bolcada a la calcada,dis
2014,Carretera,02/09/2014,N-II,4595,LLEIDA,Segria,Lleida,0,1,6,7,3,0,0,0,0,3,0,0,0,80,No,No n'hi ha,NA,NA,NA,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,NA,Encalç,NA,Carretera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,1434,Tarda,Col.lisió de vehicles en marxa,dill-dij
2014,Zona urbana,15/10/2014,SE,999999,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,Si,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Sols norma prioritat de pas,Sense especificar,Caiguda en la via,Enllaç d'entrada o eixida,Zona urbana,Relliscós,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,203,Tarda,Bolcada a la calcada,dill-dij
2014,Carretera,15/04/2014,N-260a,87,OLOT,Garrotxa,Girona,0,1,0,1,1,0,1,0,0,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,1834,Tarda,Altres,dill-dij
2014,Zona urbana,04/01/2014,SE,999999,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,515,Nit,Bolcada a la calcada,dis
2014,Zona urbana,23/01/2014,SE,999999,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,1,2,0,0,0,0,1,1,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Sense especificar,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,1315,Matí,Col.lisió de vehicles en marxa,dill-dij
2014,Carretera,09/06/2014,BP-1103,6,"BRUC, EL",Anoia,Barcelona,0,2,0,2,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,1056,Matí,Bolcada a la calcada,dill-dij
